policy_key,policy_label,mechanism,sequence_number,event_id,decision_time,demand_id,category,requested_volume,event_status,solve_status,acceptance_fraction,accepted_volume,current_realised_revenue,optimisation_objective,future_expected_revenue,forecast_count,protected_forecast_count,selected_protection_volume,forecast_ids,protected_forecast_ids,rerouted_prior_demand_ids,released_arc_ids
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,12,booking::0012::K0017,0,K0017,R,6,failed,integer infeasible,,,,,,1,0,0,K0002,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,13,booking::0013::K0019,0,K0019,F,5,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,14,booking::0014::K0002,1,K0002,P,5,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,15,booking::0015::K0008,1,K0008,F,8,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,16,booking::0016::K0013,1,K0013,R,5,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,17,booking::0017::K0014,1,K0014,F,4,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,18,booking::0018::K0015,1,K0015,F,1,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,19,booking::0019::K0018,1,K0018,F,7,not-run,not-run,,,,,,0,0,0,,,,
rm_capped_p80,DCA-RM capped p=0.80,DCA-RM,20,booking::0020::K0020,1,K0020,R,1,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,1,booking::0001::K0001,0,K0001,P,1,solved,integer optimal solution,1,1,27.92,496.518,468.598,4,4,25,K0002;K0007;K0015;K0019,K0002;K0007;K0015;K0019,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,2,booking::0002::K0003,0,K0003,P,6,solved,integer optimal solution,1,6,144.18,504.085,359.905,4,4,19,K0002;K0007;K0015;K0019,K0002;K0007;K0015;K0019,K0001,transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,3,booking::0003::K0004,0,K0004,F,3,solved,integer optimal solution,1,3,118.08,118.08,0,0,0,0,,,K0001;K0003,transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,4,booking::0004::K0005,0,K0005,P,8,solved,integer optimal solution,0.375,3,89.07,372.642,283.572,4,2,16,K0002;K0007;K0015;K0019,K0002;K0007,K0001;K0003;K0004,transport::0::S1;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,5,booking::0005::K0006,0,K0006,P,5,solved,integer optimal solution,0.6,3,65.85,530.631,464.781,4,4,17,K0002;K0007;K0010;K0017,K0002;K0007;K0010;K0017,K0001;K0003;K0004;K0005,transport::0::S1;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,6,booking::0006::K0007,0,K0007,R,3,solved,integer optimal solution,1,3,140.91,618.154,477.244,11,6,14,K0002;K0008;K0009;K0010;K0013;K0014;K0015;K0017;K0018;K0019;K0020,K0009;K0013;K0014;K0017;K0018;K0020,K0001;K0003;K0004;K0005;K0006,transport::0::S1;transport::1::S2;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,7,booking::0007::K0009,0,K0009,R,3,solved,integer optimal solution,1,3,126.15,442.73,316.58,6,5,11,K0002;K0008;K0013;K0014;K0018;K0020,K0002;K0013;K0014;K0018;K0020,K0001;K0003;K0004;K0005;K0006;K0007,transport::0::S1;transport::1::S2;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,8,booking::0008::K0010,0,K0010,F,2,solved,integer optimal solution,1,2,67.84,326.74,258.9,2,2,9,K0002;K0017,K0002;K0017,K0001;K0003;K0004;K0005;K0006;K0007;K0009,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,9,booking::0009::K0011,0,K0011,R,2,solved,integer optimal solution,1,2,67.42,273.454,206.034,2,2,7,K0002;K0017,K0002;K0017,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,10,booking::0010::K0012,0,K0012,P,4,solved,optimal,0.25,1,42.19,42.19,0,0,0,0,,,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010;K0011,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,11,booking::0011::K0016,0,K0016,P,2,solved,integer optimal solution,1,2,45.4,214.49,169.09,4,2,7,K0002;K0014;K0015;K0019,K0002;K0014,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010;K0011;K0012,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,12,booking::0012::K0017,0,K0017,R,6,failed,integer infeasible,,,,,,1,0,0,K0002,,,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,13,booking::0013::K0019,0,K0019,F,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,14,booking::0014::K0002,1,K0002,P,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,15,booking::0015::K0008,1,K0008,F,8,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,16,booking::0016::K0013,1,K0013,R,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,17,booking::0017::K0014,1,K0014,F,4,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,18,booking::0018::K0015,1,K0015,F,1,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,19,booking::0019::K0018,1,K0018,F,7,not-run,not-run,,,,,,0,0,0,,,,
rrm_capped_p80,DCA-RRM capped p=0.80,DCA-RRM,20,booking::0020::K0020,1,K0020,R,1,not-run,not-run,,,,,,0,0,0,,,,
